county,office,party,candidate,votes
Ochiltree,President,DEM,Joseph R. Biden / Kamala D. Harris,302
Ochiltree,President,REP,Donald J. Trump / Michael R. Pence,2812
Ochiltree,President,LIB,,45
Oldham,President,DEM,Joseph R. Biden / Kamala D. Harris,81
Oldham,President,REP,Donald J. Trump / Michael R. Pence,917
Oldham,President,LIB,,13
Orange,President,DEM,Joseph R. Biden / Kamala D. Harris,6357
Orange,President,REP,Donald J. Trump / Michael R. Pence,29186
Orange,President,LIB,,451
Palo Pinto,President,DEM,Joseph R. Biden / Kamala D. Harris,2178
Palo Pinto,President,REP,Donald J. Trump / Michael R. Pence,10179
Palo Pinto,President,LIB,,136
Panola,President,DEM,Joseph R. Biden / Kamala D. Harris,2057
Panola,President,REP,Donald J. Trump / Michael R. Pence,9326
Panola,President,LIB,,75
Parker,President,DEM,Joseph R. Biden / Kamala D. Harris,13017
Parker,President,REP,Donald J. Trump / Michael R. Pence,62045
Parker,President,LIB,,1066
Parmer,President,DEM,Joseph R. Biden / Kamala D. Harris,488
Parmer,President,REP,Donald J. Trump / Michael R. Pence,2135
Parmer,President,LIB,,27
Pecos,President,DEM,Joseph R. Biden / Kamala D. Harris,1382
Pecos,President,REP,Donald J. Trump / Michael R. Pence,3215
Pecos,President,LIB,,78
Polk,President,DEM,Joseph R. Biden / Kamala D. Harris,5387
Polk,President,REP,Donald J. Trump / Michael R. Pence,18573
Polk,President,LIB,,226
Potter,President,DEM,Joseph R. Biden / Kamala D. Harris,9921
Potter,President,REP,Donald J. Trump / Michael R. Pence,22820
Potter,President,LIB,,596
Presidio,President,DEM,Joseph R. Biden / Kamala D. Harris,1463
Presidio,President,REP,Donald J. Trump / Michael R. Pence,721
Presidio,President,LIB,,35
Rains,President,DEM,Joseph R. Biden / Kamala D. Harris,842
Rains,President,REP,Donald J. Trump / Michael R. Pence,5155
Rains,President,LIB,,56
Randall,President,DEM,Joseph R. Biden / Kamala D. Harris,12802
Randall,President,REP,Donald J. Trump / Michael R. Pence,50796
Randall,President,LIB,,1076
Reagan,President,DEM,Joseph R. Biden / Kamala D. Harris,172
Reagan,President,REP,Donald J. Trump / Michael R. Pence,942
Reagan,President,LIB,,10
Real,President,DEM,Joseph R. Biden / Kamala D. Harris,320
Real,President,REP,Donald J. Trump / Michael R. Pence,1643
Real,President,LIB,,19
Red River,President,DEM,Joseph R. Biden / Kamala D. Harris,1246
Red River,President,REP,Donald J. Trump / Michael R. Pence,4517
Red River,President,LIB,,49
Reeves,President,DEM,Joseph R. Biden / Kamala D. Harris,1395
Reeves,President,REP,Donald J. Trump / Michael R. Pence,2254
Reeves,President,LIB,,42
Refugio,President,DEM,Joseph R. Biden / Kamala D. Harris,1108
Refugio,President,REP,Donald J. Trump / Michael R. Pence,2210
Refugio,President,LIB,,48
Roberts,President,DEM,Joseph R. Biden / Kamala D. Harris,17
Roberts,President,REP,Donald J. Trump / Michael R. Pence,529
Roberts,President,LIB,,4
Robertson,President,DEM,Joseph R. Biden / Kamala D. Harris,2374
Robertson,President,REP,Donald J. Trump / Michael R. Pence,5646
Robertson,President,LIB,,90
Rockwall,President,DEM,Joseph R. Biden / Kamala D. Harris,16413
Rockwall,President,REP,Donald J. Trump / Michael R. Pence,36728
Rockwall,President,LIB,,891
Runnels,President,DEM,Joseph R. Biden / Kamala D. Harris,552
Runnels,President,REP,Donald J. Trump / Michael R. Pence,3807
Runnels,President,LIB,,50
Rusk,President,DEM,Joseph R. Biden / Kamala D. Harris,4629
Rusk,President,REP,Donald J. Trump / Michael R. Pence,16534
Rusk,President,LIB,,233
Sabine,President,DEM,Joseph R. Biden / Kamala D. Harris,669
Sabine,President,REP,Donald J. Trump / Michael R. Pence,4784
Sabine,President,LIB,,38
San Augustine,President,DEM,Joseph R. Biden / Kamala D. Harris,980
San Augustine,President,REP,Donald J. Trump / Michael R. Pence,3007
San Augustine,President,LIB,,15
San Jacinto,President,DEM,Joseph R. Biden / Kamala D. Harris,2337
San Jacinto,President,REP,Donald J. Trump / Michael R. Pence,10161
San Jacinto,President,LIB,,142
San Patricio,President,DEM,Joseph R. Biden / Kamala D. Harris,8988
San Patricio,President,REP,Donald J. Trump / Michael R. Pence,16516
San Patricio,President,LIB,,387
San Saba,President,DEM,Joseph R. Biden / Kamala D. Harris,287
San Saba,President,REP,Donald J. Trump / Michael R. Pence,2308
San Saba,President,LIB,,7
Schleicher,President,DEM,Joseph R. Biden / Kamala D. Harris,211
Schleicher,President,REP,Donald J. Trump / Michael R. Pence,940
Schleicher,President,LIB,,8
Scurry,President,DEM,Joseph R. Biden / Kamala D. Harris,818
Scurry,President,REP,Donald J. Trump / Michael R. Pence,4983
Scurry,President,LIB,,68
Shackelford,President,DEM,Joseph R. Biden / Kamala D. Harris,130
Shackelford,President,REP,Donald J. Trump / Michael R. Pence,1484
Shackelford,President,LIB,,15
Shelby,President,DEM,Joseph R. Biden / Kamala D. Harris,2068
Shelby,President,REP,Donald J. Trump / Michael R. Pence,7975
Shelby,President,LIB,,44
Sherman,President,DEM,Joseph R. Biden / Kamala D. Harris,91
Sherman,President,REP,Donald J. Trump / Michael R. Pence,886
Sherman,President,LIB,,15
Smith,President,DEM,Joseph R. Biden / Kamala D. Harris,29615
Smith,President,REP,Donald J. Trump / Michael R. Pence,69080
Smith,President,LIB,,1380
Somervell,President,DEM,Joseph R. Biden / Kamala D. Harris,768
Somervell,President,REP,Donald J. Trump / Michael R. Pence,4105
Somervell,President,LIB,,84
Starr,President,DEM,Joseph R. Biden / Kamala D. Harris,9148
Starr,President,REP,Donald J. Trump / Michael R. Pence,8259
Starr,President,LIB,,176
Stephens,President,DEM,Joseph R. Biden / Kamala D. Harris,397
Stephens,President,REP,Donald J. Trump / Michael R. Pence,3385
Stephens,President,LIB,,23
Sterling,President,DEM,Joseph R. Biden / Kamala D. Harris,51
Sterling,President,REP,Donald J. Trump / Michael R. Pence,584
Sterling,President,LIB,,4
Stonewall,President,DEM,Joseph R. Biden / Kamala D. Harris,116
Stonewall,President,REP,Donald J. Trump / Michael R. Pence,615
Stonewall,President,LIB,,5
Sutton,President,DEM,Joseph R. Biden / Kamala D. Harris,322
Sutton,President,REP,Donald J. Trump / Michael R. Pence,1222
Sutton,President,LIB,,15
Swisher,President,DEM,Joseph R. Biden / Kamala D. Harris,478
Swisher,President,REP,Donald J. Trump / Michael R. Pence,1845
Swisher,President,LIB,,33
Tarrant,President,DEM,Joseph R. Biden / Kamala D. Harris,411697
Tarrant,President,REP,Donald J. Trump / Michael R. Pence,409982
Tarrant,President,LIB,,13391
Taylor,President,DEM,Joseph R. Biden / Kamala D. Harris,14588
Taylor,President,REP,Donald J. Trump / Michael R. Pence,39547
Taylor,President,LIB,,1098
Terrell,President,DEM,Joseph R. Biden / Kamala D. Harris,119
Terrell,President,REP,Donald J. Trump / Michael R. Pence,334
Terrell,President,LIB,,5
Terry,President,DEM,Joseph R. Biden / Kamala D. Harris,757
Terry,President,REP,Donald J. Trump / Michael R. Pence,2812
Terry,President,LIB,,43
Throckmorton,President,DEM,Joseph R. Biden / Kamala D. Harris,82
Throckmorton,President,REP,Donald J. Trump / Michael R. Pence,806
Throckmorton,President,LIB,,6
Titus,President,DEM,Joseph R. Biden / Kamala D. Harris,2856
Titus,President,REP,Donald J. Trump / Michael R. Pence,7570
Titus,President,LIB,,115
Tom Green,President,DEM,Joseph R. Biden / Kamala D. Harris,12239
Tom Green,President,REP,Donald J. Trump / Michael R. Pence,32313
Tom Green,President,LIB,,658
Travis,President,DEM,Joseph R. Biden / Kamala D. Harris,435954
Travis,President,REP,Donald J. Trump / Michael R. Pence,161398
Travis,President,LIB,,13155
Trinity,President,DEM,Joseph R. Biden / Kamala D. Harris,1323
Trinity,President,REP,Donald J. Trump / Michael R. Pence,5579
Trinity,President,LIB,,36
Tyler,President,DEM,Joseph R. Biden / Kamala D. Harris,1403
Tyler,President,REP,Donald J. Trump / Michael R. Pence,8194
Tyler,President,LIB,,76
Upshur,President,DEM,Joseph R. Biden / Kamala D. Harris,2877
Upshur,President,REP,Donald J. Trump / Michael R. Pence,15809
Upshur,President,LIB,,206
Upton,President,DEM,Joseph R. Biden / Kamala D. Harris,169
Upton,President,REP,Donald J. Trump / Michael R. Pence,1170
Upton,President,LIB,,20
Uvalde,President,DEM,Joseph R. Biden / Kamala D. Harris,4073
Uvalde,President,REP,Donald J. Trump / Michael R. Pence,6174
Uvalde,President,LIB,,97
Val Verde,President,DEM,Joseph R. Biden / Kamala D. Harris,6770
Val Verde,President,REP,Donald J. Trump / Michael R. Pence,8284
Val Verde,President,LIB,,217
Van Zandt,President,DEM,Joseph R. Biden / Kamala D. Harris,3516
Van Zandt,President,REP,Donald J. Trump / Michael R. Pence,22270
Van Zandt,President,LIB,,208
Victoria,President,DEM,Joseph R. Biden / Kamala D. Harris,10380
Victoria,President,REP,Donald J. Trump / Michael R. Pence,23358
Victoria,President,LIB,,488
Walker,President,DEM,Joseph R. Biden / Kamala D. Harris,7884
Walker,President,REP,Donald J. Trump / Michael R. Pence,15375
Walker,President,LIB,,399
Waller,President,DEM,Joseph R. Biden / Kamala D. Harris,8195
Waller,President,REP,Donald J. Trump / Michael R. Pence,14270
Waller,President,LIB,,283
Ward,President,DEM,Joseph R. Biden / Kamala D. Harris,764
Ward,President,REP,Donald J. Trump / Michael R. Pence,3241
Ward,President,LIB,,40
Washington,President,DEM,Joseph R. Biden / Kamala D. Harris,4261
Washington,President,REP,Donald J. Trump / Michael R. Pence,12959
Washington,President,LIB,,229
Webb,President,DEM,Joseph R. Biden / Kamala D. Harris,41842
Webb,President,REP,Donald J. Trump / Michael R. Pence,25904
Webb,President,LIB,,788
Wharton,President,DEM,Joseph R. Biden / Kamala D. Harris,4694
Wharton,President,REP,Donald J. Trump / Michael R. Pence,11926
Wharton,President,LIB,,156
Wheeler,President,DEM,Joseph R. Biden / Kamala D. Harris,168
Wheeler,President,REP,Donald J. Trump / Michael R. Pence,2159
Wheeler,President,LIB,,10
Wichita,President,DEM,Joseph R. Biden / Kamala D. Harris,13161
Wichita,President,REP,Donald J. Trump / Michael R. Pence,32069
Wichita,President,LIB,,810
Wilbarger,President,DEM,Joseph R. Biden / Kamala D. Harris,956
Wilbarger,President,REP,Donald J. Trump / Michael R. Pence,3524
Wilbarger,President,LIB,,44
Willacy,President,DEM,Joseph R. Biden / Kamala D. Harris,3108
Willacy,President,REP,Donald J. Trump / Michael R. Pence,2441
Willacy,President,LIB,,41
Williamson,President,DEM,Joseph R. Biden / Kamala D. Harris,143750
Williamson,President,REP,Donald J. Trump / Michael R. Pence,139706
Williamson,President,LIB,,6678
Wilson,President,DEM,Joseph R. Biden / Kamala D. Harris,6350
Wilson,President,REP,Donald J. Trump / Michael R. Pence,18463
Wilson,President,LIB,,219
Winkler,President,DEM,Joseph R. Biden / Kamala D. Harris,358
Winkler,President,REP,Donald J. Trump / Michael R. Pence,1753
Winkler,President,LIB,,15
Wise,President,DEM,Joseph R. Biden / Kamala D. Harris,4973
Wise,President,REP,Donald J. Trump / Michael R. Pence,27032
Wise,President,LIB,,360
Wood,President,DEM,Joseph R. Biden / Kamala D. Harris,3509
Wood,President,REP,Donald J. Trump / Michael R. Pence,19049
Wood,President,LIB,,221
Yoakum,President,DEM,Joseph R. Biden / Kamala D. Harris,420
Yoakum,President,REP,Donald J. Trump / Michael R. Pence,2174
Yoakum,President,LIB,,42
Young,President,DEM,Joseph R. Biden / Kamala D. Harris,1034
Young,President,REP,Donald J. Trump / Michael R. Pence,7110
Young,President,LIB,,95
Zapata,President,DEM,Joseph R. Biden / Kamala D. Harris,1826
Zapata,President,REP,Donald J. Trump / Michael R. Pence,2033
Zapata,President,LIB,,19
Zavala,President,DEM,Joseph R. Biden / Kamala D. Harris,2864
Zavala,President,REP,Donald J. Trump / Michael R. Pence,1490
Zavala,President,LIB,,28
Anderson,U.S. Senate,DEM,"Mary ""MJ"" Hegar",3792
Anderson,U.S. Senate,REP,John Cornyn,14943
Anderson,U.S. Senate,LIB,,337
Andrews,U.S. Senate,DEM,"Mary ""MJ"" Hegar",779
Andrews,U.S. Senate,REP,John Cornyn,4894
Andrews,U.S. Senate,LIB,,127
Angelina,U.S. Senate,DEM,"Mary ""MJ"" Hegar",8771
Angelina,U.S. Senate,REP,John Cornyn,24962
Angelina,U.S. Senate,LIB,,622
Aransas,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2729
Aransas,U.S. Senate,REP,John Cornyn,9189
Aransas,U.S. Senate,LIB,,246
Archer,U.S. Senate,DEM,"Mary ""MJ"" Hegar",467
Archer,U.S. Senate,REP,John Cornyn,4178
Archer,U.S. Senate,LIB,,79
Armstrong,U.S. Senate,DEM,"Mary ""MJ"" Hegar",64
Armstrong,U.S. Senate,REP,John Cornyn,1025
Armstrong,U.S. Senate,LIB,,17
Atascosa,U.S. Senate,DEM,"Mary ""MJ"" Hegar",5588
Atascosa,U.S. Senate,REP,John Cornyn,11906
Atascosa,U.S. Senate,LIB,,400
Austin,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2752
Austin,U.S. Senate,REP,John Cornyn,11454
Austin,U.S. Senate,LIB,,272
Bailey,U.S. Senate,DEM,"Mary ""MJ"" Hegar",383
Bailey,U.S. Senate,REP,John Cornyn,1400
Bailey,U.S. Senate,LIB,,39
Bandera,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2291
Bandera,U.S. Senate,REP,John Cornyn,9957
Bandera,U.S. Senate,LIB,,289
Bastrop,U.S. Senate,DEM,"Mary ""MJ"" Hegar",15071
Bastrop,U.S. Senate,REP,John Cornyn,20468
Bastrop,U.S. Senate,LIB,,965
Baylor,U.S. Senate,DEM,"Mary ""MJ"" Hegar",177
Baylor,U.S. Senate,REP,John Cornyn,1462
Baylor,U.S. Senate,LIB,,39
Bee,U.S. Senate,DEM,"Mary ""MJ"" Hegar",3103
Bee,U.S. Senate,REP,John Cornyn,5713
Bee,U.S. Senate,LIB,,229
Bell,U.S. Senate,DEM,"Mary ""MJ"" Hegar",54413
Bell,U.S. Senate,REP,John Cornyn,68934
Bell,U.S. Senate,LIB,,3452
Bexar,U.S. Senate,DEM,"Mary ""MJ"" Hegar",411328
Bexar,U.S. Senate,REP,John Cornyn,320095
Bexar,U.S. Senate,LIB,,21512
Blanco,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1816
Blanco,U.S. Senate,REP,John Cornyn,5457
Blanco,U.S. Senate,LIB,,135
Borden,U.S. Senate,DEM,"Mary ""MJ"" Hegar",18
Borden,U.S. Senate,REP,John Cornyn,390
Borden,U.S. Senate,LIB,,3
Bosque,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1490
Bosque,U.S. Senate,REP,John Cornyn,7367
Bosque,U.S. Senate,LIB,,181
Bowie,U.S. Senate,DEM,"Mary ""MJ"" Hegar",10406
Bowie,U.S. Senate,REP,John Cornyn,26908
Bowie,U.S. Senate,LIB,,617
Brazoria,U.S. Senate,DEM,"Mary ""MJ"" Hegar",58767
Brazoria,U.S. Senate,REP,John Cornyn,90710
Brazoria,U.S. Senate,LIB,,3898
Brazos,U.S. Senate,DEM,"Mary ""MJ"" Hegar",32098
Brazos,U.S. Senate,REP,John Cornyn,49346
Brazos,U.S. Senate,LIB,,2705
Brewster,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2167
Brewster,U.S. Senate,REP,John Cornyn,2453
Brewster,U.S. Senate,LIB,,148
Briscoe,U.S. Senate,DEM,"Mary ""MJ"" Hegar",79
Briscoe,U.S. Senate,REP,John Cornyn,625
Briscoe,U.S. Senate,LIB,,11
Brooks,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1425
Brooks,U.S. Senate,REP,John Cornyn,859
Brooks,U.S. Senate,LIB,,72
Brown,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1965
Brown,U.S. Senate,REP,John Cornyn,13482
Brown,U.S. Senate,LIB,,308
Burleson,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1709
Burleson,U.S. Senate,REP,John Cornyn,6596
Burleson,U.S. Senate,LIB,,184
Burnet,U.S. Senate,DEM,"Mary ""MJ"" Hegar",5323
Burnet,U.S. Senate,REP,John Cornyn,18687
Burnet,U.S. Senate,LIB,,530
Caldwell,U.S. Senate,DEM,"Mary ""MJ"" Hegar",6447
Caldwell,U.S. Senate,REP,John Cornyn,8042
Caldwell,U.S. Senate,LIB,,375
Calhoun,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2092
Calhoun,U.S. Senate,REP,John Cornyn,5531
Calhoun,U.S. Senate,LIB,,122
Callahan,U.S. Senate,DEM,"Mary ""MJ"" Hegar",680
Callahan,U.S. Senate,REP,John Cornyn,5892
Callahan,U.S. Senate,LIB,,147
Cameron,U.S. Senate,DEM,"Mary ""MJ"" Hegar",61508
Cameron,U.S. Senate,REP,John Cornyn,46482
Cameron,U.S. Senate,LIB,,3230
Camp,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1359
Camp,U.S. Senate,REP,John Cornyn,3597
Camp,U.S. Senate,LIB,,79
Carson,U.S. Senate,DEM,"Mary ""MJ"" Hegar",286
Carson,U.S. Senate,REP,John Cornyn,2756
Carson,U.S. Senate,LIB,,68
Cass,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2672
Cass,U.S. Senate,REP,John Cornyn,10796
Cass,U.S. Senate,LIB,,205
Castro,U.S. Senate,DEM,"Mary ""MJ"" Hegar",432
Castro,U.S. Senate,REP,John Cornyn,1572
Castro,U.S. Senate,LIB,,37
Chambers,U.S. Senate,DEM,"Mary ""MJ"" Hegar",3786
Chambers,U.S. Senate,REP,John Cornyn,17037
Chambers,U.S. Senate,LIB,,530
Cherokee,U.S. Senate,DEM,"Mary ""MJ"" Hegar",4058
Cherokee,U.S. Senate,REP,John Cornyn,14945
Cherokee,U.S. Senate,LIB,,328
Childress,U.S. Senate,DEM,"Mary ""MJ"" Hegar",283
Childress,U.S. Senate,REP,John Cornyn,1936
Childress,U.S. Senate,LIB,,40
Clay,U.S. Senate,DEM,"Mary ""MJ"" Hegar",632
Clay,U.S. Senate,REP,John Cornyn,4958
Clay,U.S. Senate,LIB,,96
Cochran,U.S. Senate,DEM,"Mary ""MJ"" Hegar",183
Cochran,U.S. Senate,REP,John Cornyn,765
Cochran,U.S. Senate,LIB,,30
Coke,U.S. Senate,DEM,"Mary ""MJ"" Hegar",171
Coke,U.S. Senate,REP,John Cornyn,1557
Coke,U.S. Senate,LIB,,26
Coleman,U.S. Senate,DEM,"Mary ""MJ"" Hegar",426
Coleman,U.S. Senate,REP,John Cornyn,3586
Coleman,U.S. Senate,LIB,,53
Collin,U.S. Senate,DEM,"Mary ""MJ"" Hegar",206983
Collin,U.S. Senate,REP,John Cornyn,263041
Collin,U.S. Senate,LIB,,11216
Collingsworth,U.S. Senate,DEM,"Mary ""MJ"" Hegar",145
Collingsworth,U.S. Senate,REP,John Cornyn,1032
Collingsworth,U.S. Senate,LIB,,14
Colorado,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2362
Colorado,U.S. Senate,REP,John Cornyn,7367
Colorado,U.S. Senate,LIB,,159
Comal,U.S. Senate,DEM,"Mary ""MJ"" Hegar",22552
Comal,U.S. Senate,REP,John Cornyn,63545
Comal,U.S. Senate,LIB,,2171
Comanche,U.S. Senate,DEM,"Mary ""MJ"" Hegar",831
Comanche,U.S. Senate,REP,John Cornyn,5053
Comanche,U.S. Senate,LIB,,120
Concho,U.S. Senate,DEM,"Mary ""MJ"" Hegar",193
Concho,U.S. Senate,REP,John Cornyn,1029
Concho,U.S. Senate,LIB,,25
Cooke,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2999
Cooke,U.S. Senate,REP,John Cornyn,15516
Cooke,U.S. Senate,LIB,,362
Coryell,U.S. Senate,DEM,"Mary ""MJ"" Hegar",7118
Coryell,U.S. Senate,REP,John Cornyn,15372
Coryell,U.S. Senate,LIB,,758
Cottle,U.S. Senate,DEM,"Mary ""MJ"" Hegar",110
Cottle,U.S. Senate,REP,John Cornyn,534
Cottle,U.S. Senate,LIB,,12
Crane,U.S. Senate,DEM,"Mary ""MJ"" Hegar",229
Crane,U.S. Senate,REP,John Cornyn,1213
Crane,U.S. Senate,LIB,,37
Crockett,U.S. Senate,DEM,"Mary ""MJ"" Hegar",314
Crockett,U.S. Senate,REP,John Cornyn,1146
Crockett,U.S. Senate,LIB,,33
Crosby,U.S. Senate,DEM,"Mary ""MJ"" Hegar",486
Crosby,U.S. Senate,REP,John Cornyn,1356
Crosby,U.S. Senate,LIB,,39
Culberson,U.S. Senate,DEM,"Mary ""MJ"" Hegar",385
Culberson,U.S. Senate,REP,John Cornyn,367
Culberson,U.S. Senate,LIB,,25
Dallam,U.S. Senate,DEM,"Mary ""MJ"" Hegar",200
Dallam,U.S. Senate,REP,John Cornyn,1369
Dallam,U.S. Senate,LIB,,26
Dallas,U.S. Senate,DEM,"Mary ""MJ"" Hegar",560625
Dallas,U.S. Senate,REP,John Cornyn,330884
Dallas,U.S. Senate,LIB,,24187
Dawson,U.S. Senate,DEM,"Mary ""MJ"" Hegar",738
Dawson,U.S. Senate,REP,John Cornyn,2827
Dawson,U.S. Senate,LIB,,74
DeWitt,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1384
DeWitt,U.S. Senate,REP,John Cornyn,6399
DeWitt,U.S. Senate,LIB,,104
Deaf Smith,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1151
Deaf Smith,U.S. Senate,REP,John Cornyn,3273
Deaf Smith,U.S. Senate,LIB,,109
Delta,U.S. Senate,DEM,"Mary ""MJ"" Hegar",370
Delta,U.S. Senate,REP,John Cornyn,2111
Delta,U.S. Senate,LIB,,53
Denton,U.S. Senate,DEM,"Mary ""MJ"" Hegar",170860
Denton,U.S. Senate,REP,John Cornyn,230776
Denton,U.S. Senate,LIB,,11174
Dickens,U.S. Senate,DEM,"Mary ""MJ"" Hegar",133
Dickens,U.S. Senate,REP,John Cornyn,808
Dickens,U.S. Senate,LIB,,17
Dimmit,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2122
Dimmit,U.S. Senate,REP,John Cornyn,1274
Dimmit,U.S. Senate,LIB,,69
Donley,U.S. Senate,DEM,"Mary ""MJ"" Hegar",181
Donley,U.S. Senate,REP,John Cornyn,1418
Donley,U.S. Senate,LIB,,26
Duval,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2458
Duval,U.S. Senate,REP,John Cornyn,1787
Duval,U.S. Senate,LIB,,174
Eastland,U.S. Senate,DEM,"Mary ""MJ"" Hegar",910
Eastland,U.S. Senate,REP,John Cornyn,7015
Eastland,U.S. Senate,LIB,,162
Ector,U.S. Senate,DEM,"Mary ""MJ"" Hegar",10682
Ector,U.S. Senate,REP,John Cornyn,31711
Ector,U.S. Senate,LIB,,1179
Edwards,U.S. Senate,DEM,"Mary ""MJ"" Hegar",144
Edwards,U.S. Senate,REP,John Cornyn,824
Edwards,U.S. Senate,LIB,,17
El Paso,U.S. Senate,DEM,"Mary ""MJ"" Hegar",164931
El Paso,U.S. Senate,REP,John Cornyn,80021
El Paso,U.S. Senate,LIB,,14284
Ellis,U.S. Senate,DEM,"Mary ""MJ"" Hegar",25782
Ellis,U.S. Senate,REP,John Cornyn,57082
Ellis,U.S. Senate,LIB,,2174
Erath,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2707
Erath,U.S. Senate,REP,John Cornyn,13564
Erath,U.S. Senate,LIB,,437
Falls,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1787
Falls,U.S. Senate,REP,John Cornyn,4157
Falls,U.S. Senate,LIB,,95
Fannin,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2559
Fannin,U.S. Senate,REP,John Cornyn,11836
Fannin,U.S. Senate,LIB,,353
Fayette,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2634
Fayette,U.S. Senate,REP,John Cornyn,10055
Fayette,U.S. Senate,LIB,,174
Fisher,U.S. Senate,DEM,"Mary ""MJ"" Hegar",351
Fisher,U.S. Senate,REP,John Cornyn,1418
Fisher,U.S. Senate,LIB,,35
Floyd,U.S. Senate,DEM,"Mary ""MJ"" Hegar",397
Floyd,U.S. Senate,REP,John Cornyn,1554
Floyd,U.S. Senate,LIB,,39
Foard,U.S. Senate,DEM,"Mary ""MJ"" Hegar",107
Foard,U.S. Senate,REP,John Cornyn,404
Foard,U.S. Senate,LIB,,8
Fort Bend,U.S. Senate,DEM,"Mary ""MJ"" Hegar",178971
Fort Bend,U.S. Senate,REP,John Cornyn,160972
Fort Bend,U.S. Senate,LIB,,7471
Franklin,U.S. Senate,DEM,"Mary ""MJ"" Hegar",753
Franklin,U.S. Senate,REP,John Cornyn,4114
Franklin,U.S. Senate,LIB,,75
Freestone,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1553
Freestone,U.S. Senate,REP,John Cornyn,6838
Freestone,U.S. Senate,LIB,,166
Frio,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2283
Frio,U.S. Senate,REP,John Cornyn,2489
Frio,U.S. Senate,LIB,,149
Gaines,U.S. Senate,DEM,"Mary ""MJ"" Hegar",548
Gaines,U.S. Senate,REP,John Cornyn,5118
Gaines,U.S. Senate,LIB,,94
Galveston,U.S. Senate,DEM,"Mary ""MJ"" Hegar",55093
Galveston,U.S. Senate,REP,John Cornyn,94313
Galveston,U.S. Senate,LIB,,3972
Garza,U.S. Senate,DEM,"Mary ""MJ"" Hegar",225
Garza,U.S. Senate,REP,John Cornyn,1374
Garza,U.S. Senate,LIB,,18
Gillespie,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2996
Gillespie,U.S. Senate,REP,John Cornyn,12544
Gillespie,U.S. Senate,LIB,,239
Glasscock,U.S. Senate,DEM,"Mary ""MJ"" Hegar",35
Glasscock,U.S. Senate,REP,John Cornyn,603
Glasscock,U.S. Senate,LIB,,8
Goliad,U.S. Senate,DEM,"Mary ""MJ"" Hegar",840
Goliad,U.S. Senate,REP,John Cornyn,3000
Goliad,U.S. Senate,LIB,,57
Gonzales,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1782
Gonzales,U.S. Senate,REP,John Cornyn,5617
Gonzales,U.S. Senate,LIB,,131
Gray,U.S. Senate,DEM,"Mary ""MJ"" Hegar",774
Gray,U.S. Senate,REP,John Cornyn,6705
Gray,U.S. Senate,LIB,,209
Grayson,U.S. Senate,DEM,"Mary ""MJ"" Hegar",13938
Grayson,U.S. Senate,REP,John Cornyn,43735
Grayson,U.S. Senate,LIB,,1301
Gregg,U.S. Senate,DEM,"Mary ""MJ"" Hegar",14025
Gregg,U.S. Senate,REP,John Cornyn,32467
Gregg,U.S. Senate,LIB,,991
Grimes,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2678
Grimes,U.S. Senate,REP,John Cornyn,9338
Grimes,U.S. Senate,LIB,,259
Guadalupe,U.S. Senate,DEM,"Mary ""MJ"" Hegar",26697
Guadalupe,U.S. Senate,REP,John Cornyn,48308
Guadalupe,U.S. Senate,LIB,,1973
Hale,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2155
Hale,U.S. Senate,REP,John Cornyn,6999
Hale,U.S. Senate,LIB,,222
Hall,U.S. Senate,DEM,"Mary ""MJ"" Hegar",156
Hall,U.S. Senate,REP,John Cornyn,967
Hall,U.S. Senate,LIB,,17
Hamilton,U.S. Senate,DEM,"Mary ""MJ"" Hegar",590
Hamilton,U.S. Senate,REP,John Cornyn,3570
Hamilton,U.S. Senate,LIB,,106
Hansford,U.S. Senate,DEM,"Mary ""MJ"" Hegar",158
Hansford,U.S. Senate,REP,John Cornyn,1839
Hansford,U.S. Senate,LIB,,26
Hardeman,U.S. Senate,DEM,"Mary ""MJ"" Hegar",232
