county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,U. S. SENATOR,,RICARDO TURULLOLS-BONILLA,FALSE,WI,0,0.0
ANDERSON,U. S. SENATOR,,Total,,,19072,
ANDERSON,U. S. REPRESENTATIVE,5,LANCE GOODEN,TRUE,REP,14881,78.07
ANDERSON,U. S. REPRESENTATIVE,5,CAROLYN SALTER,FALSE,DEM,3915,20.54
ANDERSON,U. S. REPRESENTATIVE,5,KEVIN A. HALE,FALSE,LIB,264,1.39
ANDERSON,U. S. REPRESENTATIVE,5,Total,,,19060,
ANDERSON,RAILROAD COMMISSIONER,,"JAMES ""JIM"" WRIGHT",FALSE,REP,14818,78.27
ANDERSON,RAILROAD COMMISSIONER,,CHRYSTA CASTAÑEDA,FALSE,DEM,3695,19.52
ANDERSON,RAILROAD COMMISSIONER,,MATT STERETT,FALSE,LIB,334,1.76
ANDERSON,RAILROAD COMMISSIONER,,"KATIJA ""KAT"" GRUENE",FALSE,GRE,84,0.44
ANDERSON,RAILROAD COMMISSIONER,,Total,,,18931,
ANDERSON,"CHIEF JUSTICE, SUPREME COURT",,NATHAN HECHT,TRUE,REP,14725,78.16
ANDERSON,"CHIEF JUSTICE, SUPREME COURT",,AMY CLARK MEACHUM,FALSE,DEM,3795,20.14
ANDERSON,"CHIEF JUSTICE, SUPREME COURT",,MARK ASH,FALSE,LIB,320,1.7
ANDERSON,"CHIEF JUSTICE, SUPREME COURT",,Total,,,18840,
ANDERSON,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,JANE BLAND,TRUE,REP,15043,80.0
ANDERSON,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,KATHY CHENG,FALSE,DEM,3761,20.0
ANDERSON,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,Total,,,18804,
ANDERSON,"JUSTICE, SUPREME COURT, PLACE 7",,JEFF BOYD,TRUE,REP,14828,78.67
ANDERSON,"JUSTICE, SUPREME COURT, PLACE 7",,STACI WILLIAMS,FALSE,DEM,3725,19.76
ANDERSON,"JUSTICE, SUPREME COURT, PLACE 7",,WILLIAM BRYAN STRANGE III,FALSE,LIB,295,1.57
ANDERSON,"JUSTICE, SUPREME COURT, PLACE 7",,Total,,,18848,
ANDERSON,"JUSTICE, SUPREME COURT, PLACE 8",,BRETT BUSBY,TRUE,REP,14842,78.56
ANDERSON,"JUSTICE, SUPREME COURT, PLACE 8",,GISELA D. TRIANA,FALSE,DEM,3674,19.45
ANDERSON,"JUSTICE, SUPREME COURT, PLACE 8",,TOM OXFORD,FALSE,LIB,377,2.0
ANDERSON,"JUSTICE, SUPREME COURT, PLACE 8",,Total,,,18893,
ANDERSON,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,BERT RICHARDSON,TRUE,REP,14969,79.4
ANDERSON,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,ELIZABETH DAVIS FRIZELL,FALSE,DEM,3884,20.6
ANDERSON,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,Total,,,18853,
ANDERSON,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,KEVIN PATRICK YEARY,TRUE,REP,14985,79.72
ANDERSON,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,TINA CLINTON,FALSE,DEM,3813,20.28
ANDERSON,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,Total,,,18798,
ANDERSON,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,DAVID NEWELL,TRUE,REP,15001,79.85
ANDERSON,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,BRANDON BIRMINGHAM,FALSE,DEM,3785,20.15
ANDERSON,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,Total,,,18786,
ANDERSON,"MEMBER, STATE BOARD OF EDUCATION",9,KEVEN M. ELLIS,TRUE,REP,14846,78.68
ANDERSON,"MEMBER, STATE BOARD OF EDUCATION",9,BRENDA DAVIS,FALSE,DEM,4023,21.32
ANDERSON,"MEMBER, STATE BOARD OF EDUCATION",9,Total,,,18869,
ANDERSON,STATE REPRESENTATIVE,8,CODY HARRIS,TRUE,REP,15928,87.07
ANDERSON,STATE REPRESENTATIVE,8,R. EDWIN ADAMS,FALSE,LIB,2365,12.93
ANDERSON,STATE REPRESENTATIVE,8,Total,,,18293,
ANDERSON,"CHIEF JUSTICE, 12TH COURT OF APPEALS DISTRICT",,JIM WORTHEN,TRUE,REP,16505,100.0
ANDERSON,"CHIEF JUSTICE, 12TH COURT OF APPEALS DISTRICT",,Total,,,16505,
ANDERSON,"DISTRICT JUDGE, 3RD JUDICIAL DISTRICT",,MARK A. CALHOON,TRUE,REP,16574,100.0
ANDERSON,"DISTRICT JUDGE, 3RD JUDICIAL DISTRICT",,Total,,,16574,
ANDERSON,"DISTRICT JUDGE, 349TH JUDICIAL DISTRICT",,PAM FOSTER FLETCHER,TRUE,REP,16556,100.0
ANDERSON,"DISTRICT JUDGE, 349TH JUDICIAL DISTRICT",,Total,,,16556,
ANDREWS,PRESIDENT/VICE-PRESIDENT,,DONALD J. TRUMP/MICHAEL R. PENCE,TRUE,REP,4943,84.31
ANDREWS,PRESIDENT/VICE-PRESIDENT,,JOSEPH R. BIDEN/KAMALA D. HARRIS,FALSE,DEM,850,14.5
ANDREWS,PRESIDENT/VICE-PRESIDENT,,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",FALSE,LIB,60,1.02
ANDREWS,PRESIDENT/VICE-PRESIDENT,,HOWIE HAWKINS/ANGELA WALKER,FALSE,GRE,10,0.17
ANDREWS,PRESIDENT/VICE-PRESIDENT,,PRESIDENT R. BODDIE/ERIC C. STONEHAM,FALSE,WI,0,0.0
ANDREWS,PRESIDENT/VICE-PRESIDENT,,BRIAN CARROLL/AMAR PATEL,FALSE,WI,0,0.0
ANDREWS,PRESIDENT/VICE-PRESIDENT,,TODD CELLA/TIM CELLA,FALSE,WI,0,0.0
ANDREWS,PRESIDENT/VICE-PRESIDENT,,JESSE CUELLAR/JIMMY MONREAL,FALSE,WI,0,0.0
ANDREWS,PRESIDENT/VICE-PRESIDENT,,TOM HOEFLING/ANDY PRIOR,FALSE,WI,0,0.0
ANDREWS,PRESIDENT/VICE-PRESIDENT,,GLORIA LA RIVA/LEONARD PELTIER,FALSE,WI,0,0.0
ANDREWS,PRESIDENT/VICE-PRESIDENT,,ABRAM LOEB/JENNIFER JAIRALA,FALSE,WI,0,0.0
ANDREWS,PRESIDENT/VICE-PRESIDENT,,ROBERT MORROW/ANNE BECKETT,FALSE,WI,0,0.0
ANDREWS,PRESIDENT/VICE-PRESIDENT,,KASEY WELLS/RACHEL WELLS,FALSE,WI,0,0.0
ANDREWS,PRESIDENT/VICE-PRESIDENT,,Total,,,5863,
ANDREWS,U. S. SENATOR,,JOHN CORNYN,TRUE,REP,4894,84.38
ANDREWS,U. S. SENATOR,,"MARY ""MJ"" HEGAR",FALSE,DEM,779,13.43
ANDREWS,U. S. SENATOR,,KERRY DOUGLAS MCKENNON,FALSE,LIB,107,1.84
ANDREWS,U. S. SENATOR,,DAVID B. COLLINS,FALSE,GRE,20,0.34
ANDREWS,U. S. SENATOR,,RICARDO TURULLOLS-BONILLA,FALSE,WI,0,0.0
ANDREWS,U. S. SENATOR,,Total,,,5800,
ANDREWS,U. S. REPRESENTATIVE,11,AUGUST PFLUGER,FALSE,REP,4893,84.36
ANDREWS,U. S. REPRESENTATIVE,11,JON MARK HOGG,FALSE,DEM,798,13.76
ANDREWS,U. S. REPRESENTATIVE,11,WACEY ALPHA CODY,FALSE,LIB,109,1.88
ANDREWS,U. S. REPRESENTATIVE,11,Total,,,5800,
ANDREWS,RAILROAD COMMISSIONER,,"JAMES ""JIM"" WRIGHT",FALSE,REP,4840,83.8
ANDREWS,RAILROAD COMMISSIONER,,CHRYSTA CASTAÑEDA,FALSE,DEM,806,13.95
ANDREWS,RAILROAD COMMISSIONER,,MATT STERETT,FALSE,LIB,97,1.68
ANDREWS,RAILROAD COMMISSIONER,,"KATIJA ""KAT"" GRUENE",FALSE,GRE,33,0.57
ANDREWS,RAILROAD COMMISSIONER,,Total,,,5776,
ANDREWS,"CHIEF JUSTICE, SUPREME COURT",,NATHAN HECHT,TRUE,REP,4802,83.22
ANDREWS,"CHIEF JUSTICE, SUPREME COURT",,AMY CLARK MEACHUM,FALSE,DEM,828,14.35
ANDREWS,"CHIEF JUSTICE, SUPREME COURT",,MARK ASH,FALSE,LIB,140,2.43
ANDREWS,"CHIEF JUSTICE, SUPREME COURT",,Total,,,5770,
ANDREWS,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,JANE BLAND,TRUE,REP,4963,86.1
ANDREWS,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,KATHY CHENG,FALSE,DEM,801,13.9
ANDREWS,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,Total,,,5764,
ANDREWS,"JUSTICE, SUPREME COURT, PLACE 7",,JEFF BOYD,TRUE,REP,4846,84.07
ANDREWS,"JUSTICE, SUPREME COURT, PLACE 7",,STACI WILLIAMS,FALSE,DEM,807,14.0
ANDREWS,"JUSTICE, SUPREME COURT, PLACE 7",,WILLIAM BRYAN STRANGE III,FALSE,LIB,111,1.93
ANDREWS,"JUSTICE, SUPREME COURT, PLACE 7",,Total,,,5764,
ANDREWS,"JUSTICE, SUPREME COURT, PLACE 8",,BRETT BUSBY,TRUE,REP,4807,83.44
ANDREWS,"JUSTICE, SUPREME COURT, PLACE 8",,GISELA D. TRIANA,FALSE,DEM,827,14.36
ANDREWS,"JUSTICE, SUPREME COURT, PLACE 8",,TOM OXFORD,FALSE,LIB,127,2.2
ANDREWS,"JUSTICE, SUPREME COURT, PLACE 8",,Total,,,5761,
ANDREWS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,BERT RICHARDSON,TRUE,REP,4899,84.99
ANDREWS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,ELIZABETH DAVIS FRIZELL,FALSE,DEM,865,15.01
ANDREWS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,Total,,,5764,
ANDREWS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,KEVIN PATRICK YEARY,TRUE,REP,4914,85.58
ANDREWS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,TINA CLINTON,FALSE,DEM,828,14.42
ANDREWS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,Total,,,5742,
ANDREWS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,DAVID NEWELL,TRUE,REP,4929,85.71
ANDREWS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,BRANDON BIRMINGHAM,FALSE,DEM,822,14.29
ANDREWS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,Total,,,5751,
ANDREWS,"MEMBER, STATE BOARD OF EDUCATION",15,JAY JOHNSON,FALSE,REP,4931,85.65
ANDREWS,"MEMBER, STATE BOARD OF EDUCATION",15,JOHN BETANCOURT,FALSE,DEM,826,14.35
ANDREWS,"MEMBER, STATE BOARD OF EDUCATION",15,Total,,,5757,
ANDREWS,STATE REPRESENTATIVE,81,BROOKS LANDGRAF,TRUE,REP,5539,100.0
ANDREWS,STATE REPRESENTATIVE,81,Total,,,5539,
ANDREWS,"CHIEF JUSTICE, 8TH COURT OF APPEALS DISTRICT",,JEFF ALLEY,TRUE,REP,4826,84.11
ANDREWS,"CHIEF JUSTICE, 8TH COURT OF APPEALS DISTRICT",,YVONNE RODRIGUEZ,FALSE,DEM,912,15.89
ANDREWS,"CHIEF JUSTICE, 8TH COURT OF APPEALS DISTRICT",,Total,,,5738,
ANGELINA,PRESIDENT/VICE-PRESIDENT,,DONALD J. TRUMP/MICHAEL R. PENCE,TRUE,REP,25076,72.53
ANGELINA,PRESIDENT/VICE-PRESIDENT,,JOSEPH R. BIDEN/KAMALA D. HARRIS,FALSE,DEM,9143,26.44
ANGELINA,PRESIDENT/VICE-PRESIDENT,,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",FALSE,LIB,274,0.79
ANGELINA,PRESIDENT/VICE-PRESIDENT,,HOWIE HAWKINS/ANGELA WALKER,FALSE,GRE,75,0.22
ANGELINA,PRESIDENT/VICE-PRESIDENT,,PRESIDENT R. BODDIE/ERIC C. STONEHAM,FALSE,WI,0,0.0
ANGELINA,PRESIDENT/VICE-PRESIDENT,,BRIAN CARROLL/AMAR PATEL,FALSE,WI,3,0.01
ANGELINA,PRESIDENT/VICE-PRESIDENT,,TODD CELLA/TIM CELLA,FALSE,WI,0,0.0
ANGELINA,PRESIDENT/VICE-PRESIDENT,,JESSE CUELLAR/JIMMY MONREAL,FALSE,WI,0,0.0
ANGELINA,PRESIDENT/VICE-PRESIDENT,,TOM HOEFLING/ANDY PRIOR,FALSE,WI,2,0.01
ANGELINA,PRESIDENT/VICE-PRESIDENT,,GLORIA LA RIVA/LEONARD PELTIER,FALSE,WI,1,0.0
ANGELINA,PRESIDENT/VICE-PRESIDENT,,ABRAM LOEB/JENNIFER JAIRALA,FALSE,WI,0,0.0
ANGELINA,PRESIDENT/VICE-PRESIDENT,,ROBERT MORROW/ANNE BECKETT,FALSE,WI,0,0.0
ANGELINA,PRESIDENT/VICE-PRESIDENT,,KASEY WELLS/RACHEL WELLS,FALSE,WI,0,0.0
ANGELINA,PRESIDENT/VICE-PRESIDENT,,Total,,,34574,
ANGELINA,U. S. SENATOR,,JOHN CORNYN,TRUE,REP,24962,72.66
ANGELINA,U. S. SENATOR,,"MARY ""MJ"" HEGAR",FALSE,DEM,8771,25.53
ANGELINA,U. S. SENATOR,,KERRY DOUGLAS MCKENNON,FALSE,LIB,461,1.34
ANGELINA,U. S. SENATOR,,DAVID B. COLLINS,FALSE,GRE,161,0.47
ANGELINA,U. S. SENATOR,,RICARDO TURULLOLS-BONILLA,FALSE,WI,0,0.0
ANGELINA,U. S. SENATOR,,Total,,,34355,
ANGELINA,U. S. REPRESENTATIVE,1,LOUIE GOHMERT,TRUE,REP,25259,73.46
ANGELINA,U. S. REPRESENTATIVE,1,HANK GILBERT,FALSE,DEM,9126,26.54
ANGELINA,U. S. REPRESENTATIVE,1,Total,,,34385,
ANGELINA,RAILROAD COMMISSIONER,,"JAMES ""JIM"" WRIGHT",FALSE,REP,25045,73.25
ANGELINA,RAILROAD COMMISSIONER,,CHRYSTA CASTAÑEDA,FALSE,DEM,8426,24.65
ANGELINA,RAILROAD COMMISSIONER,,MATT STERETT,FALSE,LIB,530,1.55
ANGELINA,RAILROAD COMMISSIONER,,"KATIJA ""KAT"" GRUENE",FALSE,GRE,188,0.55
ANGELINA,RAILROAD COMMISSIONER,,Total,,,34189,
ANGELINA,"CHIEF JUSTICE, SUPREME COURT",,NATHAN HECHT,TRUE,REP,24651,72.08
ANGELINA,"CHIEF JUSTICE, SUPREME COURT",,AMY CLARK MEACHUM,FALSE,DEM,8892,26.0
ANGELINA,"CHIEF JUSTICE, SUPREME COURT",,MARK ASH,FALSE,LIB,655,1.92
ANGELINA,"CHIEF JUSTICE, SUPREME COURT",,Total,,,34198,
ANGELINA,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,JANE BLAND,TRUE,REP,25383,74.32
ANGELINA,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,KATHY CHENG,FALSE,DEM,8769,25.68
ANGELINA,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,Total,,,34152,
ANGELINA,"JUSTICE, SUPREME COURT, PLACE 7",,JEFF BOYD,TRUE,REP,24978,73.06
ANGELINA,"JUSTICE, SUPREME COURT, PLACE 7",,STACI WILLIAMS,FALSE,DEM,8645,25.29
ANGELINA,"JUSTICE, SUPREME COURT, PLACE 7",,WILLIAM BRYAN STRANGE III,FALSE,LIB,564,1.65
ANGELINA,"JUSTICE, SUPREME COURT, PLACE 7",,Total,,,34187,
ANGELINA,"JUSTICE, SUPREME COURT, PLACE 8",,BRETT BUSBY,TRUE,REP,24963,73.12
ANGELINA,"JUSTICE, SUPREME COURT, PLACE 8",,GISELA D. TRIANA,FALSE,DEM,8571,25.1
ANGELINA,"JUSTICE, SUPREME COURT, PLACE 8",,TOM OXFORD,FALSE,LIB,608,1.78
ANGELINA,"JUSTICE, SUPREME COURT, PLACE 8",,Total,,,34142,
ANGELINA,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,BERT RICHARDSON,TRUE,REP,25228,73.87
ANGELINA,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,ELIZABETH DAVIS FRIZELL,FALSE,DEM,8924,26.13
ANGELINA,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,Total,,,34152,
ANGELINA,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,KEVIN PATRICK YEARY,TRUE,REP,25289,74.2
ANGELINA,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,TINA CLINTON,FALSE,DEM,8794,25.8
ANGELINA,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,Total,,,34083,
ANGELINA,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,DAVID NEWELL,TRUE,REP,25308,74.34
ANGELINA,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,BRANDON BIRMINGHAM,FALSE,DEM,8734,25.66
ANGELINA,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,Total,,,34042,
ANGELINA,"MEMBER, STATE BOARD OF EDUCATION",9,KEVEN M. ELLIS,TRUE,REP,25346,74.28
ANGELINA,"MEMBER, STATE BOARD OF EDUCATION",9,BRENDA DAVIS,FALSE,DEM,8774,25.72
ANGELINA,"MEMBER, STATE BOARD OF EDUCATION",9,Total,,,34120,
ANGELINA,STATE REPRESENTATIVE,57,TRENT ASHBY,TRUE,REP,26383,76.95
ANGELINA,STATE REPRESENTATIVE,57,JASON ROGERS,FALSE,DEM,7902,23.05
ANGELINA,STATE REPRESENTATIVE,57,Total,,,34285,
ANGELINA,"CHIEF JUSTICE, 12TH COURT OF APPEALS DISTRICT",,JIM WORTHEN,TRUE,REP,30333,100.0
ANGELINA,"CHIEF JUSTICE, 12TH COURT OF APPEALS DISTRICT",,Total,,,30333,
ANGELINA,"DISTRICT ATTORNEY, 159TH JUDICIAL DISTRICT",,"JANET R, CASSELS",TRUE,REP,30343,100.0
ANGELINA,"DISTRICT ATTORNEY, 159TH JUDICIAL DISTRICT",,Total,,,30343,
ARANSAS,PRESIDENT/VICE-PRESIDENT,,DONALD J. TRUMP/MICHAEL R. PENCE,TRUE,REP,9239,75.17
ARANSAS,PRESIDENT/VICE-PRESIDENT,,JOSEPH R. BIDEN/KAMALA D. HARRIS,FALSE,DEM,2916,23.73
ARANSAS,PRESIDENT/VICE-PRESIDENT,,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",FALSE,LIB,103,0.84
ARANSAS,PRESIDENT/VICE-PRESIDENT,,HOWIE HAWKINS/ANGELA WALKER,FALSE,GRE,31,0.25
ARANSAS,PRESIDENT/VICE-PRESIDENT,,PRESIDENT R. BODDIE/ERIC C. STONEHAM,FALSE,WI,0,0.0
ARANSAS,PRESIDENT/VICE-PRESIDENT,,BRIAN CARROLL/AMAR PATEL,FALSE,WI,1,0.01
ARANSAS,PRESIDENT/VICE-PRESIDENT,,TODD CELLA/TIM CELLA,FALSE,WI,0,0.0
ARANSAS,PRESIDENT/VICE-PRESIDENT,,JESSE CUELLAR/JIMMY MONREAL,FALSE,WI,0,0.0
ARANSAS,PRESIDENT/VICE-PRESIDENT,,TOM HOEFLING/ANDY PRIOR,FALSE,WI,0,0.0
ARANSAS,PRESIDENT/VICE-PRESIDENT,,GLORIA LA RIVA/LEONARD PELTIER,FALSE,WI,0,0.0
ARANSAS,PRESIDENT/VICE-PRESIDENT,,ABRAM LOEB/JENNIFER JAIRALA,FALSE,WI,0,0.0
ARANSAS,PRESIDENT/VICE-PRESIDENT,,ROBERT MORROW/ANNE BECKETT,FALSE,WI,0,0.0
ARANSAS,PRESIDENT/VICE-PRESIDENT,,KASEY WELLS/RACHEL WELLS,FALSE,WI,0,0.0
ARANSAS,PRESIDENT/VICE-PRESIDENT,,Total,,,12290,
ARANSAS,U. S. SENATOR,,JOHN CORNYN,TRUE,REP,9189,75.54
ARANSAS,U. S. SENATOR,,"MARY ""MJ"" HEGAR",FALSE,DEM,2729,22.44
ARANSAS,U. S. SENATOR,,KERRY DOUGLAS MCKENNON,FALSE,LIB,178,1.46
ARANSAS,U. S. SENATOR,,DAVID B. COLLINS,FALSE,GRE,68,0.56
ARANSAS,U. S. SENATOR,,RICARDO TURULLOLS-BONILLA,FALSE,WI,0,0.0
ARANSAS,U. S. SENATOR,,Total,,,12164,
ARANSAS,U. S. REPRESENTATIVE,27,MICHAEL CLOUD,TRUE,REP,9358,77.73
ARANSAS,U. S. REPRESENTATIVE,27,"RICARDO ""RICK"" DE LA FUENTE",FALSE,DEM,2460,20.43
ARANSAS,U. S. REPRESENTATIVE,27,PHIL GRAY,FALSE,LIB,221,1.84
ARANSAS,U. S. REPRESENTATIVE,27,Total,,,12039,
ARANSAS,RAILROAD COMMISSIONER,,"JAMES ""JIM"" WRIGHT",FALSE,REP,9073,75.43
ARANSAS,RAILROAD COMMISSIONER,,CHRYSTA CASTAÑEDA,FALSE,DEM,2625,21.82
ARANSAS,RAILROAD COMMISSIONER,,MATT STERETT,FALSE,LIB,218,1.81
ARANSAS,RAILROAD COMMISSIONER,,"KATIJA ""KAT"" GRUENE",FALSE,GRE,112,0.93
ARANSAS,RAILROAD COMMISSIONER,,Total,,,12028,
ARANSAS,"CHIEF JUSTICE, SUPREME COURT",,NATHAN HECHT,TRUE,REP,9053,75.19
ARANSAS,"CHIEF JUSTICE, SUPREME COURT",,AMY CLARK MEACHUM,FALSE,DEM,2757,22.9
ARANSAS,"CHIEF JUSTICE, SUPREME COURT",,MARK ASH,FALSE,LIB,230,1.91
ARANSAS,"CHIEF JUSTICE, SUPREME COURT",,Total,,,12040,
ARANSAS,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,JANE BLAND,TRUE,REP,9342,77.82
ARANSAS,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,KATHY CHENG,FALSE,DEM,2662,22.18
ARANSAS,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,Total,,,12004,
ARANSAS,"JUSTICE, SUPREME COURT, PLACE 7",,JEFF BOYD,TRUE,REP,9131,76.04
ARANSAS,"JUSTICE, SUPREME COURT, PLACE 7",,STACI WILLIAMS,FALSE,DEM,2679,22.31
ARANSAS,"JUSTICE, SUPREME COURT, PLACE 7",,WILLIAM BRYAN STRANGE III,FALSE,LIB,198,1.65
ARANSAS,"JUSTICE, SUPREME COURT, PLACE 7",,Total,,,12008,
ARANSAS,"JUSTICE, SUPREME COURT, PLACE 8",,BRETT BUSBY,TRUE,REP,9145,76.39
ARANSAS,"JUSTICE, SUPREME COURT, PLACE 8",,GISELA D. TRIANA,FALSE,DEM,2597,21.69
ARANSAS,"JUSTICE, SUPREME COURT, PLACE 8",,TOM OXFORD,FALSE,LIB,229,1.91
ARANSAS,"JUSTICE, SUPREME COURT, PLACE 8",,Total,,,11971,
ARANSAS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,BERT RICHARDSON,TRUE,REP,9181,76.9
ARANSAS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,ELIZABETH DAVIS FRIZELL,FALSE,DEM,2758,23.1
ARANSAS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,Total,,,11939,
ARANSAS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,KEVIN PATRICK YEARY,TRUE,REP,9243,77.49
ARANSAS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,TINA CLINTON,FALSE,DEM,2685,22.51
ARANSAS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,Total,,,11928,
ARANSAS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,DAVID NEWELL,TRUE,REP,9292,78.06
ARANSAS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,BRANDON BIRMINGHAM,FALSE,DEM,2612,21.94
ARANSAS,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,Total,,,11904,
ARANSAS,STATE SENATOR,18,LOIS W. KOLKHORST,TRUE,REP,9402,78.76
ARANSAS,STATE SENATOR,18,MICHAEL ANTALAN,FALSE,DEM,2536,21.24
ARANSAS,STATE SENATOR,18,Total,,,11938,
ARANSAS,STATE REPRESENTATIVE,30,GEANIE W. MORRISON,TRUE,REP,10160,100.0
ARANSAS,STATE REPRESENTATIVE,30,Total,,,10160,
ARANSAS,"JUSTICE, 13TH COURT OF APPEALS DISTRICT, PLACE 4 - UNEXPIRED TERM",,JAIME TIJERINA,TRUE,REP,9246,78.22
ARANSAS,"JUSTICE, 13TH COURT OF APPEALS DISTRICT, PLACE 4 - UNEXPIRED TERM",,MIGDALIA LOPEZ,FALSE,DEM,2574,21.78
ARANSAS,"JUSTICE, 13TH COURT OF APPEALS DISTRICT, PLACE 4 - UNEXPIRED TERM",,Total,,,11820,
ARANSAS,"JUSTICE, 13TH COURT OF APPEALS DISTRICT, PLACE 6",,CLARISSA SILVA,FALSE,REP,9234,78.3
