county,office,district,candidate,party,votes
MILLS,U. S. Senator,,David M. Alameel,DEM,105
MILLS,U. S. Senator,,John Cornyn,REP,1186
MILLS,U. S. Senator,,OTHER,OTH,32
MITCHELL,U. S. Senator,,David M. Alameel,DEM,166
MITCHELL,U. S. Senator,,John Cornyn,REP,964
MITCHELL,U. S. Senator,,OTHER,OTH,48
MONTAGUE,U. S. Senator,,David M. Alameel,DEM,716
MONTAGUE,U. S. Senator,,John Cornyn,REP,5700
MONTAGUE,U. S. Senator,,OTHER,OTH,232
MONTGOMERY,U. S. Senator,,David M. Alameel,DEM,15338
MONTGOMERY,U. S. Senator,,John Cornyn,REP,84512
MONTGOMERY,U. S. Senator,,OTHER,OTH,3688
MOORE,U. S. Senator,,David M. Alameel,DEM,249
MOORE,U. S. Senator,,John Cornyn,REP,2414
MOORE,U. S. Senator,,OTHER,OTH,85
MORRIS,U. S. Senator,,David M. Alameel,DEM,978
MORRIS,U. S. Senator,,John Cornyn,REP,1990
MORRIS,U. S. Senator,,OTHER,OTH,77
MOTLEY,U. S. Senator,,David M. Alameel,DEM,12
MOTLEY,U. S. Senator,,John Cornyn,REP,346
MOTLEY,U. S. Senator,,OTHER,OTH,5
NACOGDOCHES,U. S. Senator,,David M. Alameel,DEM,2497
NACOGDOCHES,U. S. Senator,,John Cornyn,REP,8867
NACOGDOCHES,U. S. Senator,,OTHER,OTH,371
NAVARRO,U. S. Senator,,David M. Alameel,DEM,1960
NAVARRO,U. S. Senator,,John Cornyn,REP,7129
NAVARRO,U. S. Senator,,OTHER,OTH,287
NEWTON,U. S. Senator,,David M. Alameel,DEM,680
NEWTON,U. S. Senator,,John Cornyn,REP,2073
NEWTON,U. S. Senator,,OTHER,OTH,102
NOLAN,U. S. Senator,,David M. Alameel,DEM,419
NOLAN,U. S. Senator,,John Cornyn,REP,2072
NOLAN,U. S. Senator,,OTHER,OTH,104
NUECES,U. S. Senator,,David M. Alameel,DEM,21239
NUECES,U. S. Senator,,John Cornyn,REP,31828
NUECES,U. S. Senator,,OTHER,OTH,2691
OCHILTREE,U. S. Senator,,David M. Alameel,DEM,53
OCHILTREE,U. S. Senator,,John Cornyn,REP,1483
OCHILTREE,U. S. Senator,,OTHER,OTH,45
OLDHAM,U. S. Senator,,David M. Alameel,DEM,24
OLDHAM,U. S. Senator,,John Cornyn,REP,518
OLDHAM,U. S. Senator,,OTHER,OTH,15
ORANGE,U. S. Senator,,David M. Alameel,DEM,3378
ORANGE,U. S. Senator,,John Cornyn,REP,13192
ORANGE,U. S. Senator,,OTHER,OTH,495
PALO PINTO,U. S. Senator,,David M. Alameel,DEM,900
PALO PINTO,U. S. Senator,,John Cornyn,REP,4529
PALO PINTO,U. S. Senator,,OTHER,OTH,181
PANOLA,U. S. Senator,,David M. Alameel,DEM,986
PANOLA,U. S. Senator,,John Cornyn,REP,4615
PANOLA,U. S. Senator,,OTHER,OTH,125
PARKER,U. S. Senator,,David M. Alameel,DEM,4218
PARKER,U. S. Senator,,John Cornyn,REP,25880
PARKER,U. S. Senator,,OTHER,OTH,1180
PARMER,U. S. Senator,,David M. Alameel,DEM,121
PARMER,U. S. Senator,,John Cornyn,REP,1242
PARMER,U. S. Senator,,OTHER,OTH,32
PECOS,U. S. Senator,,David M. Alameel,DEM,855
PECOS,U. S. Senator,,John Cornyn,REP,1857
PECOS,U. S. Senator,,OTHER,OTH,213
POLK,U. S. Senator,,David M. Alameel,DEM,1932
POLK,U. S. Senator,,John Cornyn,REP,8019
POLK,U. S. Senator,,OTHER,OTH,372
POTTER,U. S. Senator,,David M. Alameel,DEM,2497
POTTER,U. S. Senator,,John Cornyn,REP,10592
POTTER,U. S. Senator,,OTHER,OTH,570
PRESIDIO,U. S. Senator,,David M. Alameel,DEM,533
PRESIDIO,U. S. Senator,,John Cornyn,REP,318
PRESIDIO,U. S. Senator,,OTHER,OTH,71
RAINS,U. S. Senator,,David M. Alameel,DEM,347
RAINS,U. S. Senator,,John Cornyn,REP,1966
RAINS,U. S. Senator,,OTHER,OTH,74
RANDALL,U. S. Senator,,David M. Alameel,DEM,2885
RANDALL,U. S. Senator,,John Cornyn,REP,23990
RANDALL,U. S. Senator,,OTHER,OTH,963
REAGAN,U. S. Senator,,David M. Alameel,DEM,51
REAGAN,U. S. Senator,,John Cornyn,REP,421
REAGAN,U. S. Senator,,OTHER,OTH,22
REAL,U. S. Senator,,David M. Alameel,DEM,127
REAL,U. S. Senator,,John Cornyn,REP,868
REAL,U. S. Senator,,OTHER,OTH,40
RED RIVER,U. S. Senator,,David M. Alameel,DEM,597
RED RIVER,U. S. Senator,,John Cornyn,REP,1953
RED RIVER,U. S. Senator,,OTHER,OTH,65
REEVES,U. S. Senator,,David M. Alameel,DEM,519
REEVES,U. S. Senator,,John Cornyn,REP,599
REEVES,U. S. Senator,,OTHER,OTH,70
REFUGIO,U. S. Senator,,David M. Alameel,DEM,653
REFUGIO,U. S. Senator,,John Cornyn,REP,1228
REFUGIO,U. S. Senator,,OTHER,OTH,85
ROBERTS,U. S. Senator,,David M. Alameel,DEM,12
ROBERTS,U. S. Senator,,John Cornyn,REP,318
ROBERTS,U. S. Senator,,OTHER,OTH,8
ROBERTSON,U. S. Senator,,David M. Alameel,DEM,1643
ROBERTSON,U. S. Senator,,John Cornyn,REP,3165
ROBERTSON,U. S. Senator,,OTHER,OTH,151
ROCKWALL,U. S. Senator,,David M. Alameel,DEM,3793
ROCKWALL,U. S. Senator,,John Cornyn,REP,16510
ROCKWALL,U. S. Senator,,OTHER,OTH,613
RUNNELS,U. S. Senator,,David M. Alameel,DEM,198
RUNNELS,U. S. Senator,,John Cornyn,REP,2000
RUNNELS,U. S. Senator,,OTHER,OTH,63
RUSK,U. S. Senator,,David M. Alameel,DEM,1759
RUSK,U. S. Senator,,John Cornyn,REP,8437
RUSK,U. S. Senator,,OTHER,OTH,233
SABINE,U. S. Senator,,David M. Alameel,DEM,348
SABINE,U. S. Senator,,John Cornyn,REP,2307
SABINE,U. S. Senator,,OTHER,OTH,63
SAN AUGUSTINE,U. S. Senator,,David M. Alameel,DEM,740
SAN AUGUSTINE,U. S. Senator,,John Cornyn,REP,1805
SAN AUGUSTINE,U. S. Senator,,OTHER,OTH,80
SAN JACINTO,U. S. Senator,,David M. Alameel,DEM,1342
SAN JACINTO,U. S. Senator,,John Cornyn,REP,4671
SAN JACINTO,U. S. Senator,,OTHER,OTH,270
SAN PATRICIO,U. S. Senator,,David M. Alameel,DEM,3487
SAN PATRICIO,U. S. Senator,,John Cornyn,REP,7159
SAN PATRICIO,U. S. Senator,,OTHER,OTH,487
SAN SABA,U. S. Senator,,David M. Alameel,DEM,125
SAN SABA,U. S. Senator,,John Cornyn,REP,1262
SAN SABA,U. S. Senator,,OTHER,OTH,43
SCHLEICHER,U. S. Senator,,David M. Alameel,DEM,181
SCHLEICHER,U. S. Senator,,John Cornyn,REP,610
SCHLEICHER,U. S. Senator,,OTHER,OTH,52
SCURRY,U. S. Senator,,David M. Alameel,DEM,278
SCURRY,U. S. Senator,,John Cornyn,REP,2471
SCURRY,U. S. Senator,,OTHER,OTH,75
SHACKELFORD,U. S. Senator,,David M. Alameel,DEM,45
SHACKELFORD,U. S. Senator,,John Cornyn,REP,735
SHACKELFORD,U. S. Senator,,OTHER,OTH,18
SHELBY,U. S. Senator,,David M. Alameel,DEM,997
SHELBY,U. S. Senator,,John Cornyn,REP,4293
SHELBY,U. S. Senator,,OTHER,OTH,128
SHERMAN,U. S. Senator,,David M. Alameel,DEM,30
SHERMAN,U. S. Senator,,John Cornyn,REP,545
SHERMAN,U. S. Senator,,OTHER,OTH,17
SMITH,U. S. Senator,,David M. Alameel,DEM,10110
SMITH,U. S. Senator,,John Cornyn,REP,36935
SMITH,U. S. Senator,,OTHER,OTH,1364
SOMERVELL,U. S. Senator,,David M. Alameel,DEM,302
SOMERVELL,U. S. Senator,,John Cornyn,REP,1841
SOMERVELL,U. S. Senator,,OTHER,OTH,72
STARR,U. S. Senator,,David M. Alameel,DEM,3795
STARR,U. S. Senator,,John Cornyn,REP,961
STARR,U. S. Senator,,OTHER,OTH,212
STEPHENS,U. S. Senator,,David M. Alameel,DEM,159
STEPHENS,U. S. Senator,,John Cornyn,REP,1725
STEPHENS,U. S. Senator,,OTHER,OTH,31
STERLING,U. S. Senator,,David M. Alameel,DEM,20
STERLING,U. S. Senator,,John Cornyn,REP,433
STERLING,U. S. Senator,,OTHER,OTH,12
STONEWALL,U. S. Senator,,David M. Alameel,DEM,72
STONEWALL,U. S. Senator,,John Cornyn,REP,284
STONEWALL,U. S. Senator,,OTHER,OTH,13
SUTTON,U. S. Senator,,David M. Alameel,DEM,91
SUTTON,U. S. Senator,,John Cornyn,REP,626
SUTTON,U. S. Senator,,OTHER,OTH,16
SWISHER,U. S. Senator,,David M. Alameel,DEM,288
SWISHER,U. S. Senator,,John Cornyn,REP,1033
SWISHER,U. S. Senator,,OTHER,OTH,56
TARRANT,U. S. Senator,,David M. Alameel,DEM,132713
TARRANT,U. S. Senator,,John Cornyn,REP,220424
TARRANT,U. S. Senator,,OTHER,OTH,14133
TAYLOR,U. S. Senator,,David M. Alameel,DEM,3376
TAYLOR,U. S. Senator,,John Cornyn,REP,18916
TAYLOR,U. S. Senator,,OTHER,OTH,864
TERRELL,U. S. Senator,,David M. Alameel,DEM,118
TERRELL,U. S. Senator,,John Cornyn,REP,240
TERRELL,U. S. Senator,,OTHER,OTH,25
TERRY,U. S. Senator,,David M. Alameel,DEM,307
TERRY,U. S. Senator,,John Cornyn,REP,1818
TERRY,U. S. Senator,,OTHER,OTH,99
THROCKMORTON,U. S. Senator,,David M. Alameel,DEM,53
THROCKMORTON,U. S. Senator,,John Cornyn,REP,445
THROCKMORTON,U. S. Senator,,OTHER,OTH,18
TITUS,U. S. Senator,,David M. Alameel,DEM,1146
TITUS,U. S. Senator,,John Cornyn,REP,3812
TITUS,U. S. Senator,,OTHER,OTH,137
TOM GREEN,U. S. Senator,,David M. Alameel,DEM,2961
TOM GREEN,U. S. Senator,,John Cornyn,REP,14631
TOM GREEN,U. S. Senator,,OTHER,OTH,691
TRAVIS,U. S. Senator,,David M. Alameel,DEM,147783
TRAVIS,U. S. Senator,,John Cornyn,REP,98018
TRAVIS,U. S. Senator,,OTHER,OTH,18271
TRINITY,U. S. Senator,,David M. Alameel,DEM,827
TRINITY,U. S. Senator,,John Cornyn,REP,2878
TRINITY,U. S. Senator,,OTHER,OTH,125
TYLER,U. S. Senator,,David M. Alameel,DEM,814
TYLER,U. S. Senator,,John Cornyn,REP,3652
TYLER,U. S. Senator,,OTHER,OTH,178
UPSHUR,U. S. Senator,,David M. Alameel,DEM,1271
UPSHUR,U. S. Senator,,John Cornyn,REP,6979
UPSHUR,U. S. Senator,,OTHER,OTH,310
UPTON,U. S. Senator,,David M. Alameel,DEM,92
UPTON,U. S. Senator,,John Cornyn,REP,505
UPTON,U. S. Senator,,OTHER,OTH,31
UVALDE,U. S. Senator,,David M. Alameel,DEM,1856
UVALDE,U. S. Senator,,John Cornyn,REP,2979
UVALDE,U. S. Senator,,OTHER,OTH,184
VAL VERDE,U. S. Senator,,David M. Alameel,DEM,3237
VAL VERDE,U. S. Senator,,John Cornyn,REP,3333
VAL VERDE,U. S. Senator,,OTHER,OTH,415
VAN ZANDT,U. S. Senator,,David M. Alameel,DEM,1547
VAN ZANDT,U. S. Senator,,John Cornyn,REP,9864
VAN ZANDT,U. S. Senator,,OTHER,OTH,374
VICTORIA,U. S. Senator,,David M. Alameel,DEM,3701
VICTORIA,U. S. Senator,,John Cornyn,REP,12706
VICTORIA,U. S. Senator,,OTHER,OTH,564
WALKER,U. S. Senator,,David M. Alameel,DEM,2785
WALKER,U. S. Senator,,John Cornyn,REP,7926
WALKER,U. S. Senator,,OTHER,OTH,508
WALLER,U. S. Senator,,David M. Alameel,DEM,2352
WALLER,U. S. Senator,,John Cornyn,REP,6426
WALLER,U. S. Senator,,OTHER,OTH,292
WARD,U. S. Senator,,David M. Alameel,DEM,416
WARD,U. S. Senator,,John Cornyn,REP,1447
WARD,U. S. Senator,,OTHER,OTH,86
WASHINGTON,U. S. Senator,,David M. Alameel,DEM,1582
WASHINGTON,U. S. Senator,,John Cornyn,REP,7052
WASHINGTON,U. S. Senator,,OTHER,OTH,287
WEBB,U. S. Senator,,David M. Alameel,DEM,15223
WEBB,U. S. Senator,,John Cornyn,REP,7488
WEBB,U. S. Senator,,OTHER,OTH,3003
WHARTON,U. S. Senator,,David M. Alameel,DEM,1749
WHARTON,U. S. Senator,,John Cornyn,REP,6315
WHARTON,U. S. Senator,,OTHER,OTH,220
WHEELER,U. S. Senator,,David M. Alameel,DEM,97
WHEELER,U. S. Senator,,John Cornyn,REP,1168
WHEELER,U. S. Senator,,OTHER,OTH,32
WICHITA,U. S. Senator,,David M. Alameel,DEM,4133
WICHITA,U. S. Senator,,John Cornyn,REP,16039
WICHITA,U. S. Senator,,OTHER,OTH,685
WILBARGER,U. S. Senator,,David M. Alameel,DEM,481
WILBARGER,U. S. Senator,,John Cornyn,REP,2098
WILBARGER,U. S. Senator,,OTHER,OTH,72
WILLACY,U. S. Senator,,David M. Alameel,DEM,1093
WILLACY,U. S. Senator,,John Cornyn,REP,804
WILLACY,U. S. Senator,,OTHER,OTH,145
WILLIAMSON,U. S. Senator,,David M. Alameel,DEM,33857
WILLIAMSON,U. S. Senator,,John Cornyn,REP,63387
WILLIAMSON,U. S. Senator,,OTHER,OTH,5826
WILSON,U. S. Senator,,David M. Alameel,DEM,2182
WILSON,U. S. Senator,,John Cornyn,REP,7755
WILSON,U. S. Senator,,OTHER,OTH,402
WINKLER,U. S. Senator,,David M. Alameel,DEM,129
WINKLER,U. S. Senator,,John Cornyn,REP,787
WINKLER,U. S. Senator,,OTHER,OTH,43
WISE,U. S. Senator,,David M. Alameel,DEM,1670
WISE,U. S. Senator,,John Cornyn,REP,10330
WISE,U. S. Senator,,OTHER,OTH,485
WOOD,U. S. Senator,,David M. Alameel,DEM,1249
WOOD,U. S. Senator,,John Cornyn,REP,9564
WOOD,U. S. Senator,,OTHER,OTH,246
YOAKUM,U. S. Senator,,David M. Alameel,DEM,75
YOAKUM,U. S. Senator,,John Cornyn,REP,1017
YOAKUM,U. S. Senator,,OTHER,OTH,32
YOUNG,U. S. Senator,,David M. Alameel,DEM,524
YOUNG,U. S. Senator,,John Cornyn,REP,4431
YOUNG,U. S. Senator,,OTHER,OTH,192
ZAPATA,U. S. Senator,,David M. Alameel,DEM,745
ZAPATA,U. S. Senator,,John Cornyn,REP,313
ZAPATA,U. S. Senator,,OTHER,OTH,64
ZAVALA,U. S. Senator,,David M. Alameel,DEM,1037
ZAVALA,U. S. Senator,,John Cornyn,REP,322
ZAVALA,U. S. Senator,,OTHER,OTH,64
