county,office,district,candidate,party,votes
COCHRAN,Commissioner of Agriculture,,Sid Miller,REP,375
COCHRAN,Commissioner of Agriculture,,OTHER,OTH,20
COKE,Commissioner of Agriculture,,Jim Hogan,DEM,72
COKE,Commissioner of Agriculture,,Sid Miller,REP,658
COKE,Commissioner of Agriculture,,OTHER,OTH,20
COLEMAN,Commissioner of Agriculture,,Jim Hogan,DEM,247
COLEMAN,Commissioner of Agriculture,,Sid Miller,REP,1851
COLEMAN,Commissioner of Agriculture,,OTHER,OTH,75
COLLIN,Commissioner of Agriculture,,Jim Hogan,DEM,50060
COLLIN,Commissioner of Agriculture,,Sid Miller,REP,114660
COLLIN,Commissioner of Agriculture,,OTHER,OTH,7442
COLLINGSWORTH,Commissioner of Agriculture,,Jim Hogan,DEM,158
COLLINGSWORTH,Commissioner of Agriculture,,Sid Miller,REP,551
COLLINGSWORTH,Commissioner of Agriculture,,OTHER,OTH,33
COLORADO,Commissioner of Agriculture,,Jim Hogan,DEM,1135
COLORADO,Commissioner of Agriculture,,Sid Miller,REP,3721
COLORADO,Commissioner of Agriculture,,OTHER,OTH,135
COMAL,Commissioner of Agriculture,,Jim Hogan,DEM,6491
COMAL,Commissioner of Agriculture,,Sid Miller,REP,26057
COMAL,Commissioner of Agriculture,,OTHER,OTH,1703
COMANCHE,Commissioner of Agriculture,,Jim Hogan,DEM,602
COMANCHE,Commissioner of Agriculture,,Sid Miller,REP,2304
COMANCHE,Commissioner of Agriculture,,OTHER,OTH,139
CONCHO,Commissioner of Agriculture,,Jim Hogan,DEM,81
CONCHO,Commissioner of Agriculture,,Sid Miller,REP,479
CONCHO,Commissioner of Agriculture,,OTHER,OTH,20
COOKE,Commissioner of Agriculture,,Jim Hogan,DEM,1198
COOKE,Commissioner of Agriculture,,Sid Miller,REP,7175
COOKE,Commissioner of Agriculture,,OTHER,OTH,277
CORYELL,Commissioner of Agriculture,,Jim Hogan,DEM,2137
CORYELL,Commissioner of Agriculture,,Sid Miller,REP,5926
CORYELL,Commissioner of Agriculture,,OTHER,OTH,511
COTTLE,Commissioner of Agriculture,,Jim Hogan,DEM,53
COTTLE,Commissioner of Agriculture,,Sid Miller,REP,275
COTTLE,Commissioner of Agriculture,,OTHER,OTH,10
CRANE,Commissioner of Agriculture,,Jim Hogan,DEM,162
CRANE,Commissioner of Agriculture,,Sid Miller,REP,616
CRANE,Commissioner of Agriculture,,OTHER,OTH,34
CROCKETT,Commissioner of Agriculture,,Jim Hogan,DEM,202
CROCKETT,Commissioner of Agriculture,,Sid Miller,REP,554
CROCKETT,Commissioner of Agriculture,,OTHER,OTH,23
CROSBY,Commissioner of Agriculture,,Jim Hogan,DEM,325
CROSBY,Commissioner of Agriculture,,Sid Miller,REP,677
CROSBY,Commissioner of Agriculture,,OTHER,OTH,22
CULBERSON,Commissioner of Agriculture,,Jim Hogan,DEM,129
CULBERSON,Commissioner of Agriculture,,Sid Miller,REP,144
CULBERSON,Commissioner of Agriculture,,OTHER,OTH,18
DALLAM,Commissioner of Agriculture,,Jim Hogan,DEM,114
DALLAM,Commissioner of Agriculture,,Sid Miller,REP,665
DALLAM,Commissioner of Agriculture,,OTHER,OTH,45
DALLAS,Commissioner of Agriculture,,Jim Hogan,DEM,203287
DALLAS,Commissioner of Agriculture,,Sid Miller,REP,177516
DALLAS,Commissioner of Agriculture,,OTHER,OTH,15655
DAWSON,Commissioner of Agriculture,,Jim Hogan,DEM,393
DAWSON,Commissioner of Agriculture,,Sid Miller,REP,1507
DAWSON,Commissioner of Agriculture,,OTHER,OTH,55
DEAF SMITH,Commissioner of Agriculture,,Jim Hogan,DEM,517
DEAF SMITH,Commissioner of Agriculture,,Sid Miller,REP,2064
DEAF SMITH,Commissioner of Agriculture,,OTHER,OTH,79
DELTA,Commissioner of Agriculture,,Jim Hogan,DEM,331
DELTA,Commissioner of Agriculture,,Sid Miller,REP,953
DELTA,Commissioner of Agriculture,,OTHER,OTH,48
DENTON,Commissioner of Agriculture,,Jim Hogan,DEM,40800
DENTON,Commissioner of Agriculture,,Sid Miller,REP,92213
DENTON,Commissioner of Agriculture,,OTHER,OTH,7792
DEWITT,Commissioner of Agriculture,,Jim Hogan,DEM,655
DEWITT,Commissioner of Agriculture,,Sid Miller,REP,3166
DEWITT,Commissioner of Agriculture,,OTHER,OTH,113
DICKENS,Commissioner of Agriculture,,Jim Hogan,DEM,81
DICKENS,Commissioner of Agriculture,,Sid Miller,REP,411
DICKENS,Commissioner of Agriculture,,OTHER,OTH,13
DIMMIT,Commissioner of Agriculture,,Jim Hogan,DEM,1220
DIMMIT,Commissioner of Agriculture,,Sid Miller,REP,469
DIMMIT,Commissioner of Agriculture,,OTHER,OTH,74
DONLEY,Commissioner of Agriculture,,Jim Hogan,DEM,122
DONLEY,Commissioner of Agriculture,,Sid Miller,REP,736
DONLEY,Commissioner of Agriculture,,OTHER,OTH,51
DUVAL,Commissioner of Agriculture,,Jim Hogan,DEM,2338
DUVAL,Commissioner of Agriculture,,Sid Miller,REP,490
DUVAL,Commissioner of Agriculture,,OTHER,OTH,135
EASTLAND,Commissioner of Agriculture,,Jim Hogan,DEM,454
EASTLAND,Commissioner of Agriculture,,Sid Miller,REP,3316
EASTLAND,Commissioner of Agriculture,,OTHER,OTH,132
ECTOR,Commissioner of Agriculture,,Jim Hogan,DEM,2619
ECTOR,Commissioner of Agriculture,,Sid Miller,REP,11532
ECTOR,Commissioner of Agriculture,,OTHER,OTH,547
EDWARDS,Commissioner of Agriculture,,Jim Hogan,DEM,186
EDWARDS,Commissioner of Agriculture,,Sid Miller,REP,476
EDWARDS,Commissioner of Agriculture,,OTHER,OTH,40
ELLIS,Commissioner of Agriculture,,Jim Hogan,DEM,7410
ELLIS,Commissioner of Agriculture,,Sid Miller,REP,22819
ELLIS,Commissioner of Agriculture,,OTHER,OTH,1255
EL PASO,Commissioner of Agriculture,,Jim Hogan,DEM,44737
EL PASO,Commissioner of Agriculture,,Sid Miller,REP,27497
EL PASO,Commissioner of Agriculture,,OTHER,OTH,5586
ERATH,Commissioner of Agriculture,,Jim Hogan,DEM,1327
ERATH,Commissioner of Agriculture,,Sid Miller,REP,5715
ERATH,Commissioner of Agriculture,,OTHER,OTH,290
FALLS,Commissioner of Agriculture,,Jim Hogan,DEM,939
FALLS,Commissioner of Agriculture,,Sid Miller,REP,1931
FALLS,Commissioner of Agriculture,,OTHER,OTH,71
FANNIN,Commissioner of Agriculture,,Jim Hogan,DEM,1381
FANNIN,Commissioner of Agriculture,,Sid Miller,REP,4696
FANNIN,Commissioner of Agriculture,,OTHER,OTH,284
FAYETTE,Commissioner of Agriculture,,Jim Hogan,DEM,1602
FAYETTE,Commissioner of Agriculture,,Sid Miller,REP,5340
FAYETTE,Commissioner of Agriculture,,OTHER,OTH,278
FISHER,Commissioner of Agriculture,,Jim Hogan,DEM,410
FISHER,Commissioner of Agriculture,,Sid Miller,REP,728
FISHER,Commissioner of Agriculture,,OTHER,OTH,39
FLOYD,Commissioner of Agriculture,,Jim Hogan,DEM,153
FLOYD,Commissioner of Agriculture,,Sid Miller,REP,887
FLOYD,Commissioner of Agriculture,,OTHER,OTH,17
FOARD,Commissioner of Agriculture,,Jim Hogan,DEM,116
FOARD,Commissioner of Agriculture,,Sid Miller,REP,168
FOARD,Commissioner of Agriculture,,OTHER,OTH,10
FORT BEND,Commissioner of Agriculture,,Jim Hogan,DEM,53027
FORT BEND,Commissioner of Agriculture,,Sid Miller,REP,73400
FORT BEND,Commissioner of Agriculture,,OTHER,OTH,3937
FRANKLIN,Commissioner of Agriculture,,Jim Hogan,DEM,380
FRANKLIN,Commissioner of Agriculture,,Sid Miller,REP,2060
FRANKLIN,Commissioner of Agriculture,,OTHER,OTH,87
FREESTONE,Commissioner of Agriculture,,Jim Hogan,DEM,918
FREESTONE,Commissioner of Agriculture,,Sid Miller,REP,3329
FREESTONE,Commissioner of Agriculture,,OTHER,OTH,140
FRIO,Commissioner of Agriculture,,Jim Hogan,DEM,941
FRIO,Commissioner of Agriculture,,Sid Miller,REP,799
FRIO,Commissioner of Agriculture,,OTHER,OTH,61
GAINES,Commissioner of Agriculture,,Jim Hogan,DEM,281
GAINES,Commissioner of Agriculture,,Sid Miller,REP,2082
GAINES,Commissioner of Agriculture,,OTHER,OTH,82
GALVESTON,Commissioner of Agriculture,,Jim Hogan,DEM,21369
GALVESTON,Commissioner of Agriculture,,Sid Miller,REP,39501
GALVESTON,Commissioner of Agriculture,,OTHER,OTH,2778
GARZA,Commissioner of Agriculture,,Jim Hogan,DEM,106
GARZA,Commissioner of Agriculture,,Sid Miller,REP,681
GARZA,Commissioner of Agriculture,,OTHER,OTH,27
GILLESPIE,Commissioner of Agriculture,,Jim Hogan,DEM,1199
GILLESPIE,Commissioner of Agriculture,,Sid Miller,REP,7059
GILLESPIE,Commissioner of Agriculture,,OTHER,OTH,406
GLASSCOCK,Commissioner of Agriculture,,Jim Hogan,DEM,14
GLASSCOCK,Commissioner of Agriculture,,Sid Miller,REP,365
GLASSCOCK,Commissioner of Agriculture,,OTHER,OTH,7
GOLIAD,Commissioner of Agriculture,,Jim Hogan,DEM,853
GOLIAD,Commissioner of Agriculture,,Sid Miller,REP,1691
GOLIAD,Commissioner of Agriculture,,OTHER,OTH,101
GONZALES,Commissioner of Agriculture,,Jim Hogan,DEM,833
GONZALES,Commissioner of Agriculture,,Sid Miller,REP,2565
GONZALES,Commissioner of Agriculture,,OTHER,OTH,195
GRAY,Commissioner of Agriculture,,Jim Hogan,DEM,287
GRAY,Commissioner of Agriculture,,Sid Miller,REP,3266
GRAY,Commissioner of Agriculture,,OTHER,OTH,124
GRAYSON,Commissioner of Agriculture,,Jim Hogan,DEM,4987
GRAYSON,Commissioner of Agriculture,,Sid Miller,REP,17275
GRAYSON,Commissioner of Agriculture,,OTHER,OTH,867
GREGG,Commissioner of Agriculture,,Jim Hogan,DEM,5693
GREGG,Commissioner of Agriculture,,Sid Miller,REP,16649
GREGG,Commissioner of Agriculture,,OTHER,OTH,614
GRIMES,Commissioner of Agriculture,,Jim Hogan,DEM,1092
GRIMES,Commissioner of Agriculture,,Sid Miller,REP,3573
GRIMES,Commissioner of Agriculture,,OTHER,OTH,220
GUADALUPE,Commissioner of Agriculture,,Jim Hogan,DEM,7968
GUADALUPE,Commissioner of Agriculture,,Sid Miller,REP,20595
GUADALUPE,Commissioner of Agriculture,,OTHER,OTH,1410
HALE,Commissioner of Agriculture,,Jim Hogan,DEM,666
HALE,Commissioner of Agriculture,,Sid Miller,REP,3511
HALE,Commissioner of Agriculture,,OTHER,OTH,112
HALL,Commissioner of Agriculture,,Jim Hogan,DEM,94
HALL,Commissioner of Agriculture,,Sid Miller,REP,453
HALL,Commissioner of Agriculture,,OTHER,OTH,20
HAMILTON,Commissioner of Agriculture,,Jim Hogan,DEM,598
HAMILTON,Commissioner of Agriculture,,Sid Miller,REP,1662
HAMILTON,Commissioner of Agriculture,,OTHER,OTH,118
HANSFORD,Commissioner of Agriculture,,Jim Hogan,DEM,54
HANSFORD,Commissioner of Agriculture,,Sid Miller,REP,1080
HANSFORD,Commissioner of Agriculture,,OTHER,OTH,39
HARDEMAN,Commissioner of Agriculture,,Jim Hogan,DEM,144
HARDEMAN,Commissioner of Agriculture,,Sid Miller,REP,479
HARDEMAN,Commissioner of Agriculture,,OTHER,OTH,17
HARDIN,Commissioner of Agriculture,,Jim Hogan,DEM,1638
HARDIN,Commissioner of Agriculture,,Sid Miller,REP,9332
HARDIN,Commissioner of Agriculture,,OTHER,OTH,342
HARRIS,Commissioner of Agriculture,,Jim Hogan,DEM,292407
HARRIS,Commissioner of Agriculture,,Sid Miller,REP,351916
HARRIS,Commissioner of Agriculture,,OTHER,OTH,23972
HARRISON,Commissioner of Agriculture,,Jim Hogan,DEM,4031
HARRISON,Commissioner of Agriculture,,Sid Miller,REP,9938
HARRISON,Commissioner of Agriculture,,OTHER,OTH,435
HARTLEY,Commissioner of Agriculture,,Jim Hogan,DEM,102
HARTLEY,Commissioner of Agriculture,,Sid Miller,REP,957
HARTLEY,Commissioner of Agriculture,,OTHER,OTH,30
HASKELL,Commissioner of Agriculture,,Jim Hogan,DEM,280
HASKELL,Commissioner of Agriculture,,Sid Miller,REP,722
HASKELL,Commissioner of Agriculture,,OTHER,OTH,25
HAYS,Commissioner of Agriculture,,Jim Hogan,DEM,15534
HAYS,Commissioner of Agriculture,,Sid Miller,REP,19880
HAYS,Commissioner of Agriculture,,OTHER,OTH,2960
HEMPHILL,Commissioner of Agriculture,,Jim Hogan,DEM,83
HEMPHILL,Commissioner of Agriculture,,Sid Miller,REP,670
HEMPHILL,Commissioner of Agriculture,,OTHER,OTH,33
HENDERSON,Commissioner of Agriculture,,Jim Hogan,DEM,3453
HENDERSON,Commissioner of Agriculture,,Sid Miller,REP,12787
HENDERSON,Commissioner of Agriculture,,OTHER,OTH,621
HIDALGO,Commissioner of Agriculture,,Jim Hogan,DEM,49412
HIDALGO,Commissioner of Agriculture,,Sid Miller,REP,23431
HIDALGO,Commissioner of Agriculture,,OTHER,OTH,3930
HILL,Commissioner of Agriculture,,Jim Hogan,DEM,1854
HILL,Commissioner of Agriculture,,Sid Miller,REP,6629
HILL,Commissioner of Agriculture,,OTHER,OTH,273
HOCKLEY,Commissioner of Agriculture,,Jim Hogan,DEM,502
HOCKLEY,Commissioner of Agriculture,,Sid Miller,REP,3005
HOCKLEY,Commissioner of Agriculture,,OTHER,OTH,117
HOOD,Commissioner of Agriculture,,Jim Hogan,DEM,2262
HOOD,Commissioner of Agriculture,,Sid Miller,REP,10631
HOOD,Commissioner of Agriculture,,OTHER,OTH,531
HOPKINS,Commissioner of Agriculture,,Jim Hogan,DEM,1789
HOPKINS,Commissioner of Agriculture,,Sid Miller,REP,5308
HOPKINS,Commissioner of Agriculture,,OTHER,OTH,215
HOUSTON,Commissioner of Agriculture,,Jim Hogan,DEM,975
HOUSTON,Commissioner of Agriculture,,Sid Miller,REP,3473
HOUSTON,Commissioner of Agriculture,,OTHER,OTH,117
HOWARD,Commissioner of Agriculture,,Jim Hogan,DEM,748
HOWARD,Commissioner of Agriculture,,Sid Miller,REP,3241
HOWARD,Commissioner of Agriculture,,OTHER,OTH,206
HUDSPETH,Commissioner of Agriculture,,Jim Hogan,DEM,133
HUDSPETH,Commissioner of Agriculture,,Sid Miller,REP,226
HUDSPETH,Commissioner of Agriculture,,OTHER,OTH,38
HUNT,Commissioner of Agriculture,,Jim Hogan,DEM,3325
HUNT,Commissioner of Agriculture,,Sid Miller,REP,11889
HUNT,Commissioner of Agriculture,,OTHER,OTH,690
HUTCHINSON,Commissioner of Agriculture,,Jim Hogan,DEM,474
HUTCHINSON,Commissioner of Agriculture,,Sid Miller,REP,3788
HUTCHINSON,Commissioner of Agriculture,,OTHER,OTH,162
IRION,Commissioner of Agriculture,,Jim Hogan,DEM,43
IRION,Commissioner of Agriculture,,Sid Miller,REP,368
IRION,Commissioner of Agriculture,,OTHER,OTH,15
JACK,Commissioner of Agriculture,,Jim Hogan,DEM,236
JACK,Commissioner of Agriculture,,Sid Miller,REP,1421
JACK,Commissioner of Agriculture,,OTHER,OTH,45
JACKSON,Commissioner of Agriculture,,Jim Hogan,DEM,521
JACKSON,Commissioner of Agriculture,,Sid Miller,REP,2265
JACKSON,Commissioner of Agriculture,,OTHER,OTH,67
JASPER,Commissioner of Agriculture,,Jim Hogan,DEM,1618
JASPER,Commissioner of Agriculture,,Sid Miller,REP,5166
JASPER,Commissioner of Agriculture,,OTHER,OTH,174
JEFF DAVIS,Commissioner of Agriculture,,Jim Hogan,DEM,361
JEFF DAVIS,Commissioner of Agriculture,,Sid Miller,REP,522
JEFF DAVIS,Commissioner of Agriculture,,OTHER,OTH,74
JEFFERSON,Commissioner of Agriculture,,Jim Hogan,DEM,25899
JEFFERSON,Commissioner of Agriculture,,Sid Miller,REP,24864
JEFFERSON,Commissioner of Agriculture,,OTHER,OTH,1194
JIM HOGG,Commissioner of Agriculture,,Jim Hogan,DEM,558
JIM HOGG,Commissioner of Agriculture,,Sid Miller,REP,127
JIM HOGG,Commissioner of Agriculture,,OTHER,OTH,19
JIM WELLS,Commissioner of Agriculture,,Jim Hogan,DEM,3003
JIM WELLS,Commissioner of Agriculture,,Sid Miller,REP,2304
JIM WELLS,Commissioner of Agriculture,,OTHER,OTH,186
JOHNSON,Commissioner of Agriculture,,Jim Hogan,DEM,6323
JOHNSON,Commissioner of Agriculture,,Sid Miller,REP,21331
JOHNSON,Commissioner of Agriculture,,OTHER,OTH,1247
JONES,Commissioner of Agriculture,,Jim Hogan,DEM,623
JONES,Commissioner of Agriculture,,Sid Miller,REP,2499
JONES,Commissioner of Agriculture,,OTHER,OTH,144
KARNES,Commissioner of Agriculture,,Jim Hogan,DEM,752
KARNES,Commissioner of Agriculture,,Sid Miller,REP,1577
KARNES,Commissioner of Agriculture,,OTHER,OTH,81
KAUFMAN,Commissioner of Agriculture,,Jim Hogan,DEM,5047
KAUFMAN,Commissioner of Agriculture,,Sid Miller,REP,14277
KAUFMAN,Commissioner of Agriculture,,OTHER,OTH,721
KENDALL,Commissioner of Agriculture,,Jim Hogan,DEM,1709
KENDALL,Commissioner of Agriculture,,Sid Miller,REP,9429
KENDALL,Commissioner of Agriculture,,OTHER,OTH,512
KENEDY,Commissioner of Agriculture,,Jim Hogan,DEM,57
KENEDY,Commissioner of Agriculture,,Sid Miller,REP,47
KENEDY,Commissioner of Agriculture,,OTHER,OTH,4
KENT,Commissioner of Agriculture,,Jim Hogan,DEM,72
KENT,Commissioner of Agriculture,,Sid Miller,REP,207
KENT,Commissioner of Agriculture,,OTHER,OTH,12
KERR,Commissioner of Agriculture,,Jim Hogan,DEM,2480
KERR,Commissioner of Agriculture,,Sid Miller,REP,11358
KERR,Commissioner of Agriculture,,OTHER,OTH,758
KIMBLE,Commissioner of Agriculture,,Jim Hogan,DEM,110
KIMBLE,Commissioner of Agriculture,,Sid Miller,REP,1045
KIMBLE,Commissioner of Agriculture,,OTHER,OTH,31
KING,Commissioner of Agriculture,,Jim Hogan,DEM,3
KING,Commissioner of Agriculture,,Sid Miller,REP,85
KING,Commissioner of Agriculture,,OTHER,OTH,1
KINNEY,Commissioner of Agriculture,,Jim Hogan,DEM,360
KINNEY,Commissioner of Agriculture,,Sid Miller,REP,636
KINNEY,Commissioner of Agriculture,,OTHER,OTH,76
KLEBERG,Commissioner of Agriculture,,Jim Hogan,DEM,2791
KLEBERG,Commissioner of Agriculture,,Sid Miller,REP,2467
KLEBERG,Commissioner of Agriculture,,OTHER,OTH,235
KNOX,Commissioner of Agriculture,,Jim Hogan,DEM,209
KNOX,Commissioner of Agriculture,,Sid Miller,REP,622
KNOX,Commissioner of Agriculture,,OTHER,OTH,27
LAMAR,Commissioner of Agriculture,,Jim Hogan,DEM,2747
LAMAR,Commissioner of Agriculture,,Sid Miller,REP,7369
LAMAR,Commissioner of Agriculture,,OTHER,OTH,366
LAMB,Commissioner of Agriculture,,Jim Hogan,DEM,322
LAMB,Commissioner of Agriculture,,Sid Miller,REP,1697
LAMB,Commissioner of Agriculture,,OTHER,OTH,47
LAMPASAS,Commissioner of Agriculture,,Jim Hogan,DEM,777
LAMPASAS,Commissioner of Agriculture,,Sid Miller,REP,3630
LAMPASAS,Commissioner of Agriculture,,OTHER,OTH,187
LA SALLE,Commissioner of Agriculture,,Jim Hogan,DEM,427
LA SALLE,Commissioner of Agriculture,,Sid Miller,REP,359
LA SALLE,Commissioner of Agriculture,,OTHER,OTH,23
LAVACA,Commissioner of Agriculture,,Jim Hogan,DEM,822
LAVACA,Commissioner of Agriculture,,Sid Miller,REP,3958
LAVACA,Commissioner of Agriculture,,OTHER,OTH,124
LEE,Commissioner of Agriculture,,Jim Hogan,DEM,1049
LEE,Commissioner of Agriculture,,Sid Miller,REP,2806
LEE,Commissioner of Agriculture,,OTHER,OTH,224
LEON,Commissioner of Agriculture,,Jim Hogan,DEM,497
LEON,Commissioner of Agriculture,,Sid Miller,REP,3608
LEON,Commissioner of Agriculture,,OTHER,OTH,107
LIBERTY,Commissioner of Agriculture,,Jim Hogan,DEM,2625
